"COD_LOCAL","COD_PLU","DAT_DIA_CALEND","QTD_VENDA_PREVISAO_SISTEMA"
1302,1915,2019-07-12,0.0519
1729,120975,2019-07-12,0
2435,443760,2019-07-12,0.2756
1738,150897,2019-07-15,0.5115
2435,125079,2019-07-15,3e-04
1729,32704,2019-07-11,0.1132
1341,51705,2019-07-11,0.525
1729,208,2019-07-11,5.9415
2435,66136,2019-07-13,1.5134
1302,52542,2019-07-11,19.1729
1717,69045,2019-07-11,0.0226
1302,1298,2019-07-13,0.1445
1729,16339,2019-07-11,13.0591
2435,417433,2019-07-12,0.7878
1341,46060,2019-07-11,1.754
1738,994996,2019-07-12,44.0505
1729,30533,2019-07-12,0.3575
1729,10238,2019-07-11,0.0071
1302,287739,2019-07-13,2.8705
2435,471091,2019-07-13,0.6165
1729,70942,2019-07-12,0.2004
1738,494595,2019-07-12,0.2575
2435,287739,2019-07-11,0.7696
1341,15059,2019-07-12,6.41
1729,150897,2019-07-12,0.2098
1717,25331,2019-07-12,0.3598
1729,447713,2019-07-15,2e-04
1729,102100,2019-07-12,0.5516
1717,98113,2019-07-12,0.0142
1729,6668,2019-07-11,2.3281
2435,287944,2019-07-11,0.0977
1717,473095,2019-07-12,4.2044
1717,66136,2019-07-12,0.6582
1717,55635,2019-07-12,0.2355
1341,465717,2019-07-11,3.2935
1341,5678,2019-07-12,0
1302,1733402,2019-07-12,5.332
1302,41027,2019-07-13,3.9571
1738,66860,2019-07-11,0.3277
1738,447003,2019-07-11,0.7894
1729,444,2019-07-11,0.0963
1717,1573954,2019-07-11,3.8749
1717,473170,2019-07-11,0.0349
1717,74209,2019-07-13,0.6336
1302,263986,2019-07-11,1.4714
1729,15417,2019-07-11,0.1416
2435,85601,2019-07-12,2.9867
1717,417433,2019-07-11,3.7184
1341,42659,2019-07-11,3.7174
1341,12768,2019-07-13,0.418
1302,345538,2019-07-11,2.3597
1341,115636,2019-07-12,0.3871
1302,11068,2019-07-12,1.303
1729,37051,2019-07-11,0.0061
2435,1205848,2019-07-13,0.0221
1341,366793,2019-07-14,0.053
1729,81641,2019-07-12,0.633
1717,826,2019-07-12,0.5787
1717,216944,2019-07-13,0
1302,128728,2019-07-12,0.0062
2435,95877,2019-07-13,1.0547
2435,1110869,2019-07-11,0.6385
1302,331616,2019-07-11,0.032
1302,63173,2019-07-12,3.9836
2435,426947,2019-07-15,0.1372
1302,151023,2019-07-15,2.7286
1738,466776,2019-07-11,4.1405
1717,335751,2019-07-11,0.2944
2435,352,2019-07-12,0.0059
1729,216944,2019-07-11,0.0047
1341,74773,2019-07-12,0.3076
1738,4820833,2019-07-12,25.4034
1738,471091,2019-07-13,16.587
1717,12010,2019-07-12,1.847
2435,128100,2019-07-13,0.7375
2435,44912,2019-07-13,0.2213
1302,66068,2019-07-11,2.2203
1341,36559,2019-07-11,0.253
1717,37051,2019-07-13,0.4052
1717,63173,2019-07-11,7.148
1738,441148,2019-07-11,0.4241
1717,435833,2019-07-12,0.1303
1729,412575,2019-07-12,2.1156
1729,143981,2019-07-12,0.0146
1341,488402,2019-07-12,1.8108
2435,41041,2019-07-12,0.2866
2435,57288,2019-07-11,0.2541
1717,378055,2019-07-11,0.3232
1729,888,2019-07-12,6.4792
1717,472548,2019-07-12,0.5257
1341,465830,2019-07-11,4.6627
1717,472562,2019-07-12,1.0239
1302,54300,2019-07-13,0.0057
1729,352,2019-07-12,0.0784
1738,28202,2019-07-12,1.7476
1717,52924,2019-07-12,1.5019
1717,63210,2019-07-13,7.1696
1729,9638,2019-07-13,0.0678
1341,95877,2019-07-11,2.3147
1738,216760,2019-07-12,0.3441
1302,98243,2019-07-12,2.8002
1302,9638,2019-07-12,1.7645
1738,277,2019-07-12,0.326
1717,52375,2019-07-11,1.6043
1717,87247,2019-07-13,0.7729
1341,871099,2019-07-13,2.4302
1717,77224,2019-07-11,0.9184
1717,37341,2019-07-12,0.4135
1302,10993,2019-07-11,1.6047
1729,77910,2019-07-13,0.0634
1738,55635,2019-07-13,0.0023
1738,120951,2019-07-11,0.3782
1729,16759,2019-07-11,2.5977
1341,32704,2019-07-11,0.2629
1341,46930,2019-07-15,0.0054
1738,208,2019-07-13,18.2621
1341,60066,2019-07-12,0.5927
1717,25645,2019-07-13,1.1245
1717,489584,2019-07-12,0.2884
2435,61179,2019-07-15,2.0283
1341,40372,2019-07-15,1.1134
1738,421935,2019-07-12,137.5741
1738,280877,2019-07-13,0.234
1302,77231,2019-07-12,3.2787
2435,536,2019-07-11,0
1738,54003,2019-07-12,0.5291
1341,471053,2019-07-11,0.055
1302,36559,2019-07-13,31.2666
2435,74209,2019-07-11,0.0528
1341,120036,2019-07-11,0.0267
1729,140195,2019-07-11,0.1272
1729,471091,2019-07-12,5.2684
1717,6884406,2019-07-12,0.0227
1717,12249,2019-07-11,7.4617
1717,536,2019-07-11,0.6398
1738,19934,2019-07-12,0.0012
1729,63357,2019-07-12,1.5469
1717,38997,2019-07-12,0.6141
2435,473736,2019-07-12,0.2008
2435,244640,2019-07-12,0.6236
1717,73653,2019-07-11,0.8882
1302,119986,2019-07-12,0.9623
1738,16087,2019-07-13,0.6451
2435,471121,2019-07-11,0.9902
1302,1311,2019-07-12,16.5118
1302,303057,2019-07-11,7.2545
2435,62572,2019-07-11,3.1426
1302,92326,2019-07-11,30.4388
1729,51705,2019-07-13,4.9812
1302,5029,2019-07-12,6.0812
1302,40372,2019-07-11,3.6449
1341,37051,2019-07-11,0.0487
1341,59985,2019-07-12,0.5057
1729,102209,2019-07-13,0.4462
1341,84086,2019-07-11,0.6364
1341,209366,2019-07-12,7.8657
1738,473712,2019-07-13,0.5211
1738,105491,2019-07-11,0.262
1717,89135,2019-07-12,0.4687
2435,70935,2019-07-12,0.0052
1302,8280,2019-07-12,0.3002
1729,44189,2019-07-13,0.2166
1729,229692,2019-07-13,0.0017
1729,49771,2019-07-13,0.3638
1717,14892,2019-07-13,0.0254
1717,175357,2019-07-13,2.6825
1717,57059,2019-07-11,12.3876
1341,263986,2019-07-11,1.1828
1738,61179,2019-07-11,0.7031
1738,77392,2019-07-11,1.8762
2435,335751,2019-07-11,0.2573
1717,40648,2019-07-13,0.0683
1302,69045,2019-07-12,1.7339
1302,63210,2019-07-11,3.7306
1341,287739,2019-07-13,1.0792
1738,102162,2019-07-13,0.8037
1738,263733,2019-07-12,0.8831
1738,5029,2019-07-12,5.73
1302,472807,2019-07-12,2.421
1729,16926,2019-07-12,1.1542
1302,85601,2019-07-12,0.035
1717,77521,2019-07-12,3.7731
1341,466776,2019-07-11,1.6534
1738,68765,2019-07-12,76.6772
1341,80095,2019-07-12,0.2798
1341,280860,2019-07-12,0.3336
1341,150903,2019-07-12,1.8202
1738,51705,2019-07-13,9.7711
1717,12775,2019-07-12,27.8375
2435,488624,2019-07-13,0.6585
1341,120975,2019-07-11,1.8713
1738,9201,2019-07-12,0.4616
1341,11099,2019-07-11,0.2282
1341,5029,2019-07-12,6.0089
2435,417457,2019-07-12,1.4322
1738,63173,2019-07-12,2.1652
1738,321594,2019-07-12,0.0273
1341,82341,2019-07-12,0.7332
1738,40259,2019-07-11,0.278
1717,31240,2019-07-13,10.0703
1302,40648,2019-07-12,6e-04
1302,473224,2019-07-12,1.3097
1729,82587,2019-07-12,0.3325
1341,426947,2019-07-12,0.9388
2435,417372,2019-07-13,0
1302,44349,2019-07-12,24.2882
1302,63906,2019-07-11,1.2624
1738,39345,2019-07-13,0.1196
1729,66389,2019-07-12,0.7341
1738,42659,2019-07-12,2.9585
1717,488495,2019-07-12,0.0011
1717,40259,2019-07-11,0.2557
2435,8440,2019-07-12,0.4436
1717,131124,2019-07-12,11.1017
1302,1854,2019-07-12,0.0253
1302,420,2019-07-12,0.0122
1717,417457,2019-07-12,1.8633
2435,345668,2019-07-11,0
1341,11068,2019-07-11,0.6367
1302,465861,2019-07-11,1.283
2435,37051,2019-07-12,0.0101
1738,71727,2019-07-13,0
1738,89135,2019-07-12,0.0981
1341,473279,2019-07-13,0.4696
1717,222945,2019-07-12,0.4258
1738,11662,2019-07-11,0.1413
2435,82587,2019-07-11,0.0545
1717,472449,2019-07-12,0.8745
1302,426947,2019-07-12,3.5359
2435,209366,2019-07-11,0.0341
1302,66389,2019-07-11,6.9356
1302,12614,2019-07-12,0.5006
1717,280860,2019-07-12,0.6398
2435,44189,2019-07-13,0.1802
1738,435994,2019-07-11,8e-04
2435,88718,2019-07-12,0.0049
1302,40259,2019-07-12,0.6406
1717,10528,2019-07-12,6.9397
1341,82587,2019-07-11,0
1302,97314,2019-07-11,5e-04
1717,62718,2019-07-12,0.8492
2435,8280,2019-07-12,0.1442
1729,69045,2019-07-12,0.0031
1302,9430,2019-07-12,8.6376
2435,40372,2019-07-12,3.2208
1717,3440087,2019-07-11,95.6889
1738,472807,2019-07-12,0.9279
1341,465762,2019-07-12,0.1043
1738,131124,2019-07-11,1.2903
2435,169851,2019-07-12,0.4825
1717,61179,2019-07-12,1.5288
1729,54294,2019-07-11,0.1864
2435,280877,2019-07-12,0
1717,473163,2019-07-13,0.0168
1717,16087,2019-07-12,5.2403
1738,263702,2019-07-12,1.4053
2435,321075,2019-07-11,0.1139
1729,74667,2019-07-12,0.0903
1302,120975,2019-07-12,0
1729,60066,2019-07-12,0.1219
1302,464536,2019-07-11,5.5648
1717,473071,2019-07-12,0.0686
1341,464536,2019-07-13,2.928
1302,447003,2019-07-12,5.3159
1717,995108,2019-07-12,0.6551
1341,57059,2019-07-12,3.2374
1729,95921,2019-07-13,0.9567
1341,62749,2019-07-12,0.0025
1717,77910,2019-07-12,0.6106
1302,352,2019-07-12,0.1009
1341,331715,2019-07-12,0.0721
1341,121491,2019-07-12,0.6651
1302,209366,2019-07-11,13.3393
1302,46503,2019-07-11,0.017
1302,11662,2019-07-12,0.8535
2435,441209,2019-07-12,9e-04
2435,87247,2019-07-12,0.0807
2435,49771,2019-07-13,1.5969
1341,92388,2019-07-11,0.5088
2435,23986,2019-07-11,0.1637
2435,81641,2019-07-12,1e-04
1717,52542,2019-07-12,1.1127
2435,417488,2019-07-12,2.023
2435,80095,2019-07-12,0.1798
1717,417495,2019-07-12,2.7423
1717,901,2019-07-13,7.2372
1302,140195,2019-07-13,4.1298
1717,472418,2019-07-12,2.9153
1729,280860,2019-07-12,0.0139
1717,471145,2019-07-12,1.4098
2435,11280,2019-07-13,0.6268
1302,789,2019-07-12,13.0512
1302,99165,2019-07-12,2.7776
1341,14892,2019-07-12,0.0619
1341,331616,2019-07-12,0.1392
1717,473040,2019-07-13,5.7219
1302,10924,2019-07-13,2.1095
1717,464703,2019-07-12,0.0787
1738,77224,2019-07-11,1.9107
1302,471138,2019-07-13,2.4835
2435,15035,2019-07-12,2.3528
1302,994996,2019-07-12,62.1288
1341,37495,2019-07-12,0.2277
1729,150927,2019-07-12,0.1919
1717,471121,2019-07-12,1.0743
1302,264051,2019-07-13,0.0745
1717,95389,2019-07-12,1.2622
1341,74667,2019-07-12,3.2212
1738,84086,2019-07-12,0.9639
1302,52351,2019-07-12,1.7038
1738,60066,2019-07-11,1.8621
1717,40372,2019-07-12,2.9812
2435,76395,2019-07-11,0.1048
1717,420,2019-07-12,5.2436
2435,435994,2019-07-11,0.0715
2435,1298,2019-07-12,0.0833
1738,30533,2019-07-12,0.6675
1341,79815,2019-07-11,0.3245
2435,471114,2019-07-12,0.697
1729,441209,2019-07-12,2.4444
1717,345538,2019-07-12,0.0023
1302,441384,2019-07-13,0.0099
1738,54294,2019-07-13,0.5631
1302,71727,2019-07-11,0
1341,10191,2019-07-12,3.0429
1341,995108,2019-07-12,1.4182
1302,61643,2019-07-11,0.2897
1341,263382,2019-07-12,0.002
1729,32087,2019-07-11,5e-04
2435,74667,2019-07-12,0.001
1341,473217,2019-07-12,1.9308
1738,280822,2019-07-12,0.282
1341,50371,2019-07-13,1.2729
1341,617987,2019-07-12,0.2636
1717,471091,2019-07-12,0.9436
1729,612616,2019-07-12,0.0333
1717,383,2019-07-13,0.1122
1738,12249,2019-07-12,0.5422
1729,44349,2019-07-12,15.4062
1717,9638,2019-07-12,0.2701
1302,19095,2019-07-12,0.2855
1738,376,2019-07-12,2.604
1717,15035,2019-07-11,8.1332
1341,150897,2019-07-13,2.5428
1302,4820833,2019-07-12,42.6883
1717,216760,2019-07-12,0.0873
1341,473293,2019-07-12,0.0557
2435,472166,2019-07-11,1.4284
1729,471138,2019-07-12,2.0386
1738,99165,2019-07-12,1.6784
1341,468589,2019-07-12,3.4031
2435,263986,2019-07-12,0.3895
1717,472197,2019-07-11,0.461
2435,59985,2019-07-11,0.0902
1341,81641,2019-07-12,0.0017
2435,473156,2019-07-11,0.2891
1302,57059,2019-07-12,0
1717,345668,2019-07-12,0.0529
1341,1335,2019-07-13,2.8616
1738,16339,2019-07-13,8.8994
1717,84987,2019-07-12,0.1409
1717,341257,2019-07-11,0.4022
2435,52375,2019-07-13,0.1969
1302,84086,2019-07-11,2.262
2435,25812,2019-07-12,0.0161
1729,57288,2019-07-12,0.0232
1302,16759,2019-07-12,59.844
1738,89326,2019-07-12,0.2616
1729,157896,2019-07-12,0.0347
1738,54300,2019-07-13,0.0949
1302,64729,2019-07-12,5.5343
1302,77484,2019-07-12,1.1649
1738,32537,2019-07-12,0.4565
1302,80347,2019-07-11,0.0561
1302,35392,2019-07-12,2.9214
2435,131124,2019-07-11,1.692
1729,46510,2019-07-13,0.0267
1738,102124,2019-07-12,0.3554
1717,15059,2019-07-12,11.1613
1341,49771,2019-07-13,0.996
1341,28202,2019-07-11,1.373
1717,58650,2019-07-12,0.0201
1341,465694,2019-07-12,0.0396
1717,440905,2019-07-12,0.0203
1729,435994,2019-07-12,4e-04
2435,25331,2019-07-11,0.2001
2435,244466,2019-07-13,0.2353
1717,1311,2019-07-13,8.4566
2435,58650,2019-07-12,2e-04
1717,472715,2019-07-12,0.3343
1302,4820826,2019-07-12,39.7733
1302,468596,2019-07-12,5.9561
1341,439626,2019-07-12,0.7988
1717,51705,2019-07-12,14.1541
2435,409254,2019-07-12,0.0029
1738,222945,2019-07-12,0.1125
1341,1915,2019-07-12,0.0428
1729,4820833,2019-07-11,10.2222
1738,352,2019-07-12,0.0112
1729,77231,2019-07-12,1.9529
1302,140379,2019-07-12,1.5676
2435,871099,2019-07-11,0.4286
1738,77910,2019-07-12,0.0266
1302,473231,2019-07-12,0.7468
1302,39345,2019-07-13,1.9717
1738,12614,2019-07-11,0.8247
1302,216944,2019-07-11,0.1219
1302,80095,2019-07-12,0.34
1341,42123,2019-07-12,0.2574
1717,71727,2019-07-12,0.3064
1717,32087,2019-07-14,0.0182
1341,77521,2019-07-11,1.2894
1729,441315,2019-07-11,0.2185
1341,98113,2019-07-12,0.6141
1341,61643,2019-07-12,0
1302,476171,2019-07-11,3e-04
1341,99165,2019-07-13,2.6641
1341,44349,2019-07-11,4.0204
2435,472197,2019-07-12,0.7294
2435,25188,2019-07-12,0.6428
1717,10238,2019-07-12,0.4773
2435,1573954,2019-07-13,1.3469
1341,216944,2019-07-15,0.4703
1717,263757,2019-07-12,0.2403
1341,473316,2019-07-12,0.4587
1341,115582,2019-07-13,0.9271
1302,473316,2019-07-12,0.5327
1738,303057,2019-07-13,0.542
1729,18715,2019-07-12,1.1231
1729,73486,2019-07-11,0.1846
1729,10191,2019-07-12,0.2742
1341,287944,2019-07-11,0.0364
1341,85601,2019-07-11,0.1234
1341,1298,2019-07-12,0.0863
1341,52559,2019-07-11,0.0013
1738,56854,2019-07-12,0.393
2435,77910,2019-07-12,0.0182
1302,9201,2019-07-13,5.1768
1729,471145,2019-07-12,0.5739
1738,102209,2019-07-13,1.1156
1717,472173,2019-07-13,0.8688
1302,32704,2019-07-11,0.3483
1717,11280,2019-07-12,0.1407
2435,473064,2019-07-13,0
1341,10924,2019-07-12,0.5547
1729,472807,2019-07-11,0.7283
1341,335751,2019-07-12,1.0642
1729,95877,2019-07-12,2.0834
1738,81641,2019-07-12,0.81
1717,84994,2019-07-12,0.0079
1738,444,2019-07-12,0.0687
1729,11945,2019-07-12,0.2682
1341,54294,2019-07-12,0.9432
2435,472111,2019-07-12,0.4504
1738,80095,2019-07-12,0.3142
1302,120098,2019-07-11,1.0672
1717,95877,2019-07-13,17.3704
1717,472814,2019-07-13,0.1273
1341,11945,2019-07-12,0.3937
1302,52924,2019-07-12,6.1562
1717,94740,2019-07-12,2.2728
1302,16339,2019-07-13,10.9377
1341,132145,2019-07-13,166.8018
1302,32629,2019-07-12,16.0428
1738,345668,2019-07-12,0
1729,9201,2019-07-12,0.004
1717,42338,2019-07-12,0.3489
1729,139465,2019-07-12,1.2463
1738,244640,2019-07-12,0.8145
1341,13116,2019-07-13,3.3399
1717,89326,2019-07-13,0.282
2435,444,2019-07-11,0
1341,41027,2019-07-12,1.905
1341,98243,2019-07-11,1.102
1341,46510,2019-07-13,1.0261
2435,443784,2019-07-14,0.172
1341,24297,2019-07-11,0.6645
2435,54690,2019-07-11,0.0016
1302,15417,2019-07-11,3.1006
1302,120005,2019-07-13,1.3927
1717,11945,2019-07-12,0.4345
1302,24297,2019-07-13,3.5536
1341,19934,2019-07-12,0.368
1738,888,2019-07-12,4.4888
1738,11068,2019-07-13,6.0452
1729,24297,2019-07-12,2.0215
1717,10993,2019-07-11,0.02
1302,44912,2019-07-12,16.5939
1717,10429,2019-07-11,0.0014
2435,471053,2019-07-13,1.7081
1717,18449,2019-07-12,0.0055
1302,465694,2019-07-12,0.0542
2435,44349,2019-07-11,0.0751
1302,44189,2019-07-12,0.2065
1738,10191,2019-07-12,2.4117
1302,465786,2019-07-11,23.3877
1302,440837,2019-07-11,3.1761
1302,280884,2019-07-12,1.2107
2435,901,2019-07-12,1.0548
1302,412575,2019-07-12,27.6356
1302,65535,2019-07-12,1.8589
1729,473712,2019-07-12,0.1802
1341,66136,2019-07-12,9.3554
1729,88718,2019-07-12,0.2769
1729,400947,2019-07-13,7e-04
2435,42338,2019-07-12,0.2176
2435,73653,2019-07-12,0.0015
2435,216760,2019-07-11,0.0935
1302,617987,2019-07-11,0.2568
2435,77231,2019-07-11,0
1302,93002,2019-07-13,0.5513
1341,488624,2019-07-12,0
1738,30151,2019-07-12,2.9214
1302,74667,2019-07-11,5.5319
1341,74209,2019-07-13,0.2989
1717,44189,2019-07-13,1.8002
2435,435833,2019-07-11,0.0667
1717,161091,2019-07-12,0.6406
2435,472807,2019-07-13,1.1633
1738,63357,2019-07-12,0.846
1729,1298,2019-07-12,0
2435,321600,2019-07-12,0.1665
1302,54294,2019-07-12,2.6757
1717,41041,2019-07-13,18.0948
2435,12775,2019-07-13,6.0646
1341,471091,2019-07-13,3.1973
1729,77224,2019-07-13,2.1345
1341,52542,2019-07-13,2.6483
2435,472906,2019-07-11,0.2112
1341,66389,2019-07-12,0.6599
1729,442961,2019-07-11,0.4231
2435,448284,2019-07-11,0.0224
1717,472166,2019-07-11,0.9467
1738,61315,2019-07-14,0.0328
1717,3212028,2019-07-12,0.0465
1302,89135,2019-07-12,0.2747
1341,44455,2019-07-13,0.0471
2435,62718,2019-07-13,0.1533
2435,263757,2019-07-12,0.0791
2435,264051,2019-07-12,0.1397
1729,280884,2019-07-12,0.0154
1729,447003,2019-07-12,0.3759
1302,331715,2019-07-12,0.0353
1341,465670,2019-07-12,8.2861
1341,143981,2019-07-12,0
1729,77521,2019-07-12,0
1302,38997,2019-07-12,2.9701
1738,31240,2019-07-12,0.6219
1738,50371,2019-07-12,0.4155
1738,54690,2019-07-14,0.5443
1341,105491,2019-07-12,0.3969
2435,62749,2019-07-14,0
2435,472173,2019-07-12,0.5685
2435,414630,2019-07-12,0.2223
2435,73318,2019-07-12,0.309
1717,1809,2019-07-12,1.1342
1738,32629,2019-07-13,1.9101
1341,52924,2019-07-12,1.5551
2435,472753,2019-07-13,0.0346
2435,18715,2019-07-12,0.3221
1341,18449,2019-07-12,5e-04
2435,473040,2019-07-14,0.2211
1729,98243,2019-07-13,0.1086
2435,142724,2019-07-13,1.3176
1738,13116,2019-07-12,3.2228
1341,1311,2019-07-12,5.0529
1738,447713,2019-07-14,0
1729,56854,2019-07-13,0.2102
1302,115582,2019-07-12,0.1637
2435,120975,2019-07-14,0.9412
2435,420,2019-07-12,0.1173
1302,62572,2019-07-12,11.0965
1341,18715,2019-07-12,2.8776
1738,52559,2019-07-11,0.0604
1717,151023,2019-07-12,0.7211
2435,472814,2019-07-12,0
2435,489584,2019-07-12,0.1178
1302,63357,2019-07-13,2.0435
1717,1281,2019-07-12,2.9794
1302,901,2019-07-12,0.3066
1717,12997,2019-07-12,1.1575
1738,83379,2019-07-12,0.0043
1341,89326,2019-07-13,0.0843
1341,476348,2019-07-14,0.3628
1341,303040,2019-07-13,0.7147
1729,5350490,2019-07-14,0.0664
1738,88718,2019-07-13,0.318
1341,87247,2019-07-11,0.5915
1738,441315,2019-07-12,0.5513
1729,73653,2019-07-13,0
1341,73486,2019-07-12,0.4342
2435,617987,2019-07-11,0.1677
1729,32537,2019-07-12,0.8801
1717,12614,2019-07-12,0.4409
1738,12775,2019-07-12,14.7646
1341,465861,2019-07-14,4.3008
1302,61179,2019-07-12,6.9606
2435,443777,2019-07-12,0.3737
1341,12997,2019-07-13,2.0169
1717,16759,2019-07-13,1.4107
2435,3212028,2019-07-12,0.0038
1341,63173,2019-07-12,1.5964
1302,87247,2019-07-12,0.0953
1302,95877,2019-07-13,1.9296
1738,287739,2019-07-12,0.5276
1717,472326,2019-07-12,0.7016
1717,1304,2019-07-12,4.4908
1738,9638,2019-07-12,0.7445
2435,29421,2019-07-12,0.546
1717,439626,2019-07-12,0.9076
1341,1733402,2019-07-11,2.969
2435,9638,2019-07-12,0.0623
1717,46060,2019-07-12,1.071
1341,901,2019-07-11,0.2895
1729,63173,2019-07-12,5.7347
1738,89586,2019-07-14,0.4871
1738,471053,2019-07-12,3.8241
1717,70942,2019-07-13,2.3678
1302,60066,2019-07-12,0.3325
1729,25188,2019-07-12,0.3592
1302,41034,2019-07-13,8.6603
2435,89326,2019-07-12,0.0423
1302,102162,2019-07-11,0.0025
1738,25645,2019-07-12,1.3473
2435,10238,2019-07-14,0.0293
1302,128681,2019-07-13,0.631
1341,77484,2019-07-12,0.9272
1302,81641,2019-07-13,0.9969
1341,40259,2019-07-14,0.2403
1738,77521,2019-07-13,0.2466
1729,468596,2019-07-12,0.0089
1341,435994,2019-07-12,0.0477
1341,89135,2019-07-13,1.1396
1717,54690,2019-07-12,0.3311
1302,73127,2019-07-12,0.001
1729,441162,2019-07-11,0.2415
1302,244640,2019-07-12,1.4669
2435,789,2019-07-12,0.0899
1341,92777,2019-07-12,0.0175
1729,25331,2019-07-14,0.1966
1738,5951,2019-07-11,0.1054
1717,280877,2019-07-12,0.1226
1341,83379,2019-07-12,0
1302,378055,2019-07-12,4.6069
1302,447713,2019-07-12,0.1286
1729,8280,2019-07-12,0.3373
1738,12997,2019-07-12,1.0852
1729,12249,2019-07-14,1.988
1738,395960,2019-07-14,0.029
1717,44776,2019-07-12,0.0583
1717,86103,2019-07-13,0.2297
2435,73486,2019-07-13,0.1304
1717,412575,2019-07-13,0
1302,465670,2019-07-13,0
1729,303040,2019-07-12,0.1992
1341,10238,2019-07-13,0.6808
1341,12010,2019-07-13,0.7385
1302,89326,2019-07-14,0.7059
1341,9638,2019-07-14,0.2073
1341,86103,2019-07-12,1.8412
1729,86103,2019-07-12,0.0564
1717,426947,2019-07-14,1.5438
1341,314367,2019-07-13,5.0596
1302,465717,2019-07-13,4.2893
1717,321600,2019-07-12,0.2553
1717,135184,2019-07-13,0.5217
2435,10191,2019-07-13,1.8756
1717,888,2019-07-14,1.5539
2435,77392,2019-07-12,0.0024
1738,120975,2019-07-12,0.0011
1717,81641,2019-07-13,0.3382
2435,16339,2019-07-12,0.9415
1302,25645,2019-07-11,1.204
1341,472807,2019-07-13,1.9729
1341,32537,2019-07-11,0.0242
1717,417402,2019-07-13,1.2054
1341,441384,2019-07-12,0.0246
1341,25645,2019-07-13,1.0384
1341,331623,2019-07-12,0.0597
1302,471053,2019-07-11,6.6943
2435,175357,2019-07-13,1.0855
1729,52559,2019-07-12,0.0374
2435,57059,2019-07-13,2.7153
1738,16759,2019-07-14,0.9136
1729,617987,2019-07-14,0.0135
1341,119979,2019-07-12,0.0436
1738,263610,2019-07-12,2.3613
2435,74612,2019-07-13,0.1913
1302,465632,2019-07-11,0.3995
1302,471114,2019-07-12,3e-04
1341,468602,2019-07-11,1.072
1717,65795,2019-07-12,0.0972
1738,132145,2019-07-12,22.2543
1738,40372,2019-07-12,3.5963
1717,28202,2019-07-14,8.6594
1341,994996,2019-07-13,29.5472
1341,826,2019-07-12,1.9764
1341,46503,2019-07-13,0.0903
1717,83379,2019-07-14,0.115
1738,15035,2019-07-13,0.0058
1341,40648,2019-07-12,0.0052
1729,494595,2019-07-12,0.0631
2435,140195,2019-07-12,0.6304
1341,10528,2019-07-13,7.9896
1717,400947,2019-07-11,0.0153
1341,471121,2019-07-14,0.6385
1302,208,2019-07-12,32.6207
2435,68345,2019-07-12,0.0058
1302,488495,2019-07-12,2.5839
1341,5350490,2019-07-12,0.0016
1729,63210,2019-07-12,0.5052
1729,995108,2019-07-12,0.1931
1717,11099,2019-07-12,0.8021
1738,74667,2019-07-12,1.4681
1729,44912,2019-07-11,22.7322
1341,494595,2019-07-12,0.0075
2435,78788,2019-07-13,0.5484
1729,61315,2019-07-12,0.0207
1729,23634,2019-07-12,0.0013
1717,472371,2019-07-13,1.1792
1729,1733402,2019-07-14,1.1539
1738,66389,2019-07-14,2.9413
2435,42123,2019-07-13,0.3185
1341,54003,2019-07-11,2.1127
1302,119948,2019-07-14,1.357
1341,345989,2019-07-11,0.0046
1729,10924,2019-07-12,0.054
1729,12614,2019-07-13,0.2722
1717,62572,2019-07-13,10.8035
1302,79389,2019-07-13,1.7245
1717,994996,2019-07-13,1.7379
1717,417372,2019-07-14,0.0135
1302,1915,2019-07-13,0.057
1717,287739,2019-07-13,0.9124
1302,95389,2019-07-13,4.3582
2435,34500,2019-07-11,1.1632
1717,24297,2019-07-12,0.3363
1302,995795,2019-07-12,0.07
2435,66136,2019-07-14,1.004
1341,23986,2019-07-12,0.1384
1341,263610,2019-07-12,0.026
1302,1298,2019-07-14,0.3107
1341,66860,2019-07-12,0.7733
2435,37341,2019-07-13,0.0945
1738,536,2019-07-12,0.094
1302,995108,2019-07-13,1.5186
2435,52559,2019-07-12,0.0396
1341,473323,2019-07-12,0.6782
1302,287739,2019-07-14,2.072
2435,471091,2019-07-14,0.4052
1717,280884,2019-07-12,0.3243
1341,280822,2019-07-12,0.2006
1738,617987,2019-07-12,0.0039
2435,345989,2019-07-12,0.1296
1717,617987,2019-07-12,0.3896
1302,135160,2019-07-13,1.1572
1341,465977,2019-07-12,0
2435,303057,2019-07-12,0.1081
1302,465656,2019-07-12,0
1738,465830,2019-07-12,0.3722
2435,139465,2019-07-13,0.0819
2435,1304,2019-07-13,1.0393
1341,1281,2019-07-12,1.3203
1738,87247,2019-07-11,0.2008
1341,465854,2019-07-12,5.7876
1302,466776,2019-07-13,3.2439
1302,41027,2019-07-14,2.5895
1738,471145,2019-07-11,0.3149
2435,94740,2019-07-11,0.3408
1717,244466,2019-07-12,1.3525
2435,13116,2019-07-12,1.8533
1341,61179,2019-07-12,1.031
1717,74209,2019-07-14,0.583
1302,465854,2019-07-11,16.1947
1302,4869092,2019-07-11,9e-04
1302,74773,2019-07-13,0.0633
1341,277,2019-07-12,0.4654
2435,417389,2019-07-11,0.8624
1341,12768,2019-07-14,0.2718
1302,376,2019-07-11,5.3809
2435,5029,2019-07-12,1.7699
1302,67263,2019-07-12,5.4025
1717,471138,2019-07-12,2.9129
2435,1205848,2019-07-14,0.0314
